filename,extension,localisation_in_sciex_os_project,rack,plate_position,comment,sample_id,latitude,x_coord,y_coord,date_updated,user_created,id,date_created,longitude,collector_fullname,observation_subject,inat_upload,is_wild,taxon_name,no_name_on_list,picture_panel,picture_general,picture_detail,picture_cut,picture_panel_label,collector_orcid,collector_inat,qfield_project,name_proposition,ipen,raw_date,geometry_type,geometry_coordinates,file_type,injection,container_id,ionization_mode,normalized_date,date_parse_status,filename_date_token
20261603_Mazz_Sample_drog_000021_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000021_01,1,B7,plate 1,drog_000021,6.9344997,6.9344997,47.000256,2026-07-21T12:11:40.974Z,053e0368-4ed8-4569-a070-81a22ad13957,74497,2026-01-29T15:12:45.052Z,47.000256,Emmanuel Defossez,Flower,true,false,,true,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_01.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_02.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_03.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_04.jpg,DCIM/droguier_jbn/Verbascum phlomoides_drog_000021_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Verbascum phlomoides,,20260113110553,Point,"[6.934499953404027,47.00025432985084]",sample,1,drog_000021_01,positive,2026-01-13T11:05:53+00:00,valid,20261603
20261603_Mazz_Sample_drog_000159_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000159_01,1,B8,plate 1,drog_000159,,,,2026-07-21T12:50:39.924Z,053e0368-4ed8-4569-a070-81a22ad13957,74719,2026-01-29T15:12:54.370Z,,Emmanuel Defossez,Seed,false,true,Foeniculum_vulgare_MilL,false,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000159_01.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000159_02.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000159_03.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000159_04.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000159_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121144355,,,sample,1,drog_000159_01,positive,2026-01-21T14:43:55+00:00,valid,20261603
20261603_Mazz_Sample_drog_000264_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000264_01,1,B9,plate 1,drog_000264,,,,2026-07-21T12:50:40.194Z,053e0368-4ed8-4569-a070-81a22ad13957,74730,2026-01-29T15:12:54.824Z,,Emmanuel Defossez,Leaf,false,true,Achillea_millefolium_L,false,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000264_01.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000264_02.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000264_03.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000264_04.jpg,DCIM/droguier_jbn/Achillea_millefolium_L_drog_000264_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121150255,,,sample,1,drog_000264_01,positive,2026-01-21T15:02:55+00:00,valid,20261603
20261603_Mazz_Sample_drog_000389_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000389_01,1,B10,plate 1,drog_000389,,,,2026-07-21T12:50:41.222Z,053e0368-4ed8-4569-a070-81a22ad13957,74820,2026-01-29T15:12:58.351Z,,Emmanuel Defossez,Flower,true,true,Artemisia_absinthium_L,false,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_01.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000369_02.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_03.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_04.jpg,DCIM/droguier_jbn/Artemisia_absinthium_L_drog_000389_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260127082337,,,sample,1,drog_000389_01,positive,2026-01-27T08:23:37+00:00,valid,20261603
20261603_Mazz_Sample_drog_000261_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000261_01,1,B11,plate 1,drog_000261,,,,2026-07-21T12:50:39.798Z,053e0368-4ed8-4569-a070-81a22ad13957,74713,2026-01-29T15:12:54.083Z,,Emmanuel Defossez,Seed,false,true,Foeniculum_vulgare_MilL,false,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000261_01.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000261_02.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000261_03.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000261_04.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000261_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121143357,,,sample,1,drog_000261_01,positive,2026-01-21T14:33:57+00:00,valid,20261603
20261603_Mazz_Sample_drog_000529_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000529_01,1,B12,plate 1,drog_000529,,,,2026-07-21T12:11:39.159Z,053e0368-4ed8-4569-a070-81a22ad13957,74387,2026-01-29T15:12:40.794Z,,Emmanuel Defossez,Leaf,true,false,,true,DCIM/droguier_jbn/Senna alexandrina_drog_000529_01.jpg,DCIM/droguier_jbn/Senna alexandrina_drog_000544_02.jpg,DCIM/droguier_jbn/Senna alexandrina_drog_000529_03.jpg,DCIM/droguier_jbn/Senna alexandrina_drog_000529_04.jpg,DCIM/droguier_jbn/Senna alexandrina_drog_000529_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Senna alexandrina,,20260126094504,,,sample,1,drog_000529_01,positive,2026-01-26T09:45:04+00:00,valid,20261603
20261603_Mazz_Sample_drog_000056_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000056_01,1,C1,plate 1,drog_000056,,,,2026-07-21T12:50:37.666Z,053e0368-4ed8-4569-a070-81a22ad13957,74351,2026-01-29T15:12:38.903Z,,Emmanuel Defossez,Root,false,true,Valeriana_officinalis_L,false,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000056_01.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000056_02.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000056_03.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000056_04.jpg,DCIM/droguier_jbn/Valeriana_officinalis_L_drog_000056_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260123105644,,,sample,1,drog_000056_01,positive,2026-01-23T10:56:44+00:00,valid,20261603
20261603_Mazz_Sample_drog_000197_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000197_01,1,C2,plate 1,drog_000197,,,,2026-07-21T12:11:38.259Z,053e0368-4ed8-4569-a070-81a22ad13957,74334,2026-01-29T15:12:38.035Z,,Emmanuel Defossez,Leaf,false,true,,true,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000197_01.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000197_02.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000197_03.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000197_04.jpg,DCIM/droguier_jbn/Arctostaphylos uva-ursi_drog_000197_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Arctostaphylos uva-ursi,,20260123092349,,,sample,1,drog_000197_01,positive,2026-01-23T09:23:49+00:00,valid,20261603
20261603_Mazz_Sample_drog_000297_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000297_01,1,C3,plate 1,drog_000297,,,,2026-07-21T12:50:39.640Z,053e0368-4ed8-4569-a070-81a22ad13957,74705,2026-01-29T15:12:53.155Z,,Emmanuel Defossez,Seed,false,true,Foeniculum_vulgare_MilL,false,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000297_01.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000297_02.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000297_03.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000297_04.jpg,DCIM/droguier_jbn/Foeniculum_vulgare_MilL_drog_000297_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121141318,,,sample,1,drog_000297_01,positive,2026-01-21T14:13:18+00:00,valid,20261603
20261603_Mazz_Sample_drog_000132_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000132_01,1,C4,plate 1,drog_000132,,,,2026-07-21T12:50:40.633Z,053e0368-4ed8-4569-a070-81a22ad13957,74750,2026-01-29T15:12:55.568Z,,Emmanuel Defossez,Seed,false,true,Carum_carvi_L,false,DCIM/droguier_jbn/Carum_carvi_L_drog_000132_01.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000259_02.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000132_03.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000132_04.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000132_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121155313,,,sample,1,drog_000132_01,positive,2026-01-21T15:53:13+00:00,valid,20261603
20261603_Mazz_Sample_drog_000464_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000464_01,1,C5,plate 1,drog_000464,,,,2026-07-21T12:11:39.948Z,053e0368-4ed8-4569-a070-81a22ad13957,74439,2026-01-29T15:12:42.942Z,,Emmanuel Defossez,Flower,true,false,,true,DCIM/droguier_jbn/Centaurium erythraea_drog_000464_01.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000345_02.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000464_03.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000464_04.jpg,DCIM/droguier_jbn/Centaurium erythraea_drog_000464_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Centaurium erythraea,,20260126115118,,,sample,1,drog_000464_01,positive,2026-01-26T11:51:18+00:00,valid,20261603
20261603_Mazz_Sample_drog_000411_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000411_01,1,C6,plate 1,drog_000411,,,,2026-07-21T12:50:38.702Z,053e0368-4ed8-4569-a070-81a22ad13957,74471,2026-01-29T15:12:43.968Z,,Emmanuel Defossez,Root,true,false,Gentiana_lutea_L,false,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_01.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000333_02.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_03.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_04.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000411_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260126135854,,,sample,1,drog_000411_01,positive,2026-01-26T13:58:54+00:00,valid,20261603
20261603_Mazz_Sample_drog_000503_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000503_01,1,C7,plate 1,drog_000503,,,,2026-07-21T12:11:39.035Z,053e0368-4ed8-4569-a070-81a22ad13957,74382,2026-01-29T15:12:40.521Z,,Emmanuel Defossez,Flower,true,false,Humulus_lupulus_L,false,DCIM/droguier_jbn/Humulus_lupulus_L_drog_000503_01.jpg,DCIM/droguier_jbn/Humulus_lupulus_L_drog_000552_02.jpg,DCIM/droguier_jbn/Humulus_lupulus_L_drog_000503_03.jpg,DCIM/droguier_jbn/Humulus_lupulus_L_drog_000503_04.jpg,DCIM/droguier_jbn/Humulus_lupulus_L_drog_000503_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260126092627,,,sample,1,drog_000503_01,positive,2026-01-26T09:26:27+00:00,valid,20261603
20261603_Mazz_Sample_drog_000195_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000195_01,1,C8,plate 1,drog_000195,,,,2026-07-21T12:50:40.565Z,053e0368-4ed8-4569-a070-81a22ad13957,74747,2026-01-29T15:12:55.446Z,,Emmanuel Defossez,Seed,false,true,Carum_carvi_L,false,DCIM/droguier_jbn/Carum_carvi_L_drog_000195_01.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000259_02.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000195_03.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000195_04.jpg,DCIM/droguier_jbn/Carum_carvi_L_drog_000195_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,,,20260121154913,,,sample,1,drog_000195_01,positive,2026-01-21T15:49:13+00:00,valid,20261603
20261603_Mazz_Sample_drog_000325_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000325_01,1,C9,plate 1,drog_000325,,,,2026-07-21T12:11:40.306Z,053e0368-4ed8-4569-a070-81a22ad13957,74464,2026-01-29T15:12:43.751Z,,Emmanuel Defossez,Root,true,false,,true,DCIM/droguier_jbn/Krameria lappacea_drog_000325_01.jpg,DCIM/droguier_jbn/Gentiana_lutea_L_drog_000333_02.jpg,DCIM/droguier_jbn/Krameria lappacea_drog_000325_03.jpg,DCIM/droguier_jbn/Krameria lappacea_drog_000325_04.jpg,DCIM/droguier_jbn/Krameria lappacea_drog_000325_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Krameria lappacea,,20260126134314,,,sample,1,drog_000325_01,positive,2026-01-26T13:43:14+00:00,valid,20261603
20261603_Mazz_Sample_drog_000174_01,\2026\Defossez\Mazzarine\,\2026\Defossez\Mazzarine\20261603_Mazz_Sample_drog_000174_01,1,C10,plate 1,drog_000174,,,,2026-07-21T12:11:45.075Z,053e0368-4ed8-4569-a070-81a22ad13957,74702,2026-01-29T15:12:52.880Z,,Emmanuel Defossez,Flower,false,true,,true,DCIM/droguier_jbn/Arnica montana_drog_000174_01.jpg,DCIM/droguier_jbn/Arnica montana_drog_000174_02.jpg,DCIM/droguier_jbn/Arnica montana_drog_000174_03.jpg,DCIM/droguier_jbn/Arnica montana_drog_000174_04.jpg,DCIM/droguier_jbn/Arnica montana_drog_000174_05.jpg,0000-0002-3279-9190,@manu_dfz,droguier_jbn,Arnica montana,,20260121140356,,,sample,1,drog_000174_01,positive,2026-01-21T14:03:56+00:00,valid,20261603
