confidence	rationale	nonstandard_field_data_id	nonstandard_sample_id	canonical_field_data_ids	canonical_sample_ids	taxon_name	date	latitude_rounded	longitude_rounded	canonical_taxon_names
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73338	dbgi_422	73109	dbgi_006596		20250715094307	7.113241	46.032734	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73339	dbgi_423	73110	dbgi_006740		20250715094618	7.113209	46.03276	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73346	dbgi_430	73117	dbgi_008550		20250715101416	7.113182	46.032715	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73353	dbgi_437	73124	dbgi_007078		20250715105102	7.113421	46.03276	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73357	dbgi_441	73128	dbgi_007042		20250715105855	7.113397	46.032772	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73358	dbgi_442	73129	dbgi_007045		20250715110057	7.113349	46.032776	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73376	dbgi_460	73251	dbgi_006779		20250715130601	7.113209	46.032776	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73383	dbgi_467	73258	dbgi_006817		20250715132512	7.113179	46.032795	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73389	dbgi_473	73264	dbgi_006752		20250715134135	7.113075	46.032867	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73390	dbgi_474	73265	dbgi_006791		20250715134517	7.113085	46.032867	
medium	nonstandard row lacks/has different taxon but has one canonical row with same date/rounded location	73392	dbgi_476	73267	dbgi_006778		20250715135255	7.113135	46.032913	
