original_sample_id	ms_container_id	extraction_container_id	original_sample_container_id	qfield_project	profile_mode	field_collector_fullname	field_taxon_name	field_latitude	field_longitude	field_comment_eco	field_weather	field_sample_name	field_geometry_coordinates	field_date	extraction_dried_weight	extraction_solvent_volume	extraction_dried_weight_unit_symbol	extraction_solvent_volume_unit_symbol	extraction_method_method_name	aliquot_aliquot_volume	aliquot_volume_unit_symbol	ms_filename	ms_injection_volume	ms_injection_volume_unit_symbol	ms_injection_method_method_name	ms_instrument_instrument_id	ms_instrument_model_instrument_model	ms_instrument_location_room_name	watcher_exact_filename_match
dbgi_000499			dbgi_000499	jbuf				7.156852	46.79249			Sinojackia rehderiana Hu	[7.156851916447148, 46.79248785157337]																
dbgi_000425			dbgi_000425	jbuf				7.156857	46.79246			Cornus florida fo. rubra (Weston) Schelle	[7.156857024014221, 46.79246050007846]																
dbgi_000434			dbgi_000434	jbuf				7.1568956	46.792446			Davidia involucrata Baill. s.l.	[7.156895493601391, 46.79244760592524]																
dbgi_000493			dbgi_000493	jbuf				7.1568923	46.79248			Cornus alternifolia L. f.	[7.15689243755356, 46.79248086351426]																
dbgi_000406			dbgi_000406	jbuf				7.156941	46.792435			Cornus sanguinea L.	[7.156941055625976, 46.79243343397551]																
dbgi_000481			dbgi_000481	jbuf				7.1569376	46.79246			Deutzia scabra Thunb. 'Pride of Rochester'	[7.156937363626656, 46.79246309181303]																
dbgi_000386			dbgi_000386	jbuf				7.156954	46.79248			Philadelphus coronarius L.	[7.156954029808428, 46.79247938784635]																
dbgi_000426			dbgi_000426	jbuf				7.1569667	46.792454			Kirengeshoma palmata Yatabe	[7.156966462294541, 46.792453871561534]																
dbgi_000450			dbgi_000450	jbuf				7.1569567	46.792458			Hydrangea arborescens subsp. discolor (Ser.) E.M. McClint.	[7.156956752513047, 46.79245722980998]																
dbgi_000451			dbgi_000451	jbuf				7.1569676	46.792458			Hydrangea paniculata Siebold 'Grandiflora'	[7.156967835193956, 46.79245930820938]																
dbgi_000381			dbgi_000381	jbuf				7.156979	46.79247			Hydrangea aspera D. Don	[7.156978947199954, 46.79246827719139]																
dbgi_000504			dbgi_000504	jbuf				7.1569843	46.792477			Hydrangea macrophylla (Murray) Ser.	[7.156984190777044, 46.79247489282912]																
dbgi_000462			dbgi_000462	jbuf				7.1570177	46.792446			Vitis labrusca L.	[7.157017536225326, 46.79244759323712]																
dbgi_000446			dbgi_000446	jbuf				7.157018	46.79243			Vitis vulpina L.	[7.157018105083961, 46.79243153777535]																
dbgi_000443			dbgi_000443	jbuf				7.1570377	46.792454			Ampelopsis glandulosa var. brevipedunculata (Maxim.) Momiy.	[7.157037785979232, 46.79245239295389]																
dbgi_000380			dbgi_000380	jbuf				7.1569924	46.79242			Paeonia suffruticosa Andrews subsp. suffruticosa	[7.156992252451908, 46.79241870924361]																
dbgi_000452			dbgi_000452	jbuf				7.1570005	46.79242			Paeonia rockii D.Y.Hong	[7.157000569916343, 46.79241860389679]																
dbgi_000403			dbgi_000403	jbuf				7.1570106	46.792404			Paeonia mascula (L.) Mill. s.l.	[7.157010699801188, 46.79240507283584]																
dbgi_000383			dbgi_000383	jbuf				7.157022	46.792397			Paeonia daurica subsp. mlokosewitschii (Lomakin) D.Y.Hong	[7.157022095587168, 46.79239740094231]																
dbgi_000465			dbgi_000465	jbuf				7.157036	46.79239			Paeonia lutea Franch.	[7.157035922162344, 46.7923882508156]																
dbgi_000412			dbgi_000412	jbuf				7.1570597	46.792374			Corylopsis spicata Siebold et Zucc.	[7.157059517963087, 46.79237439326121]																
dbgi_000502			dbgi_000502	jbuf				7.1570964	46.792377			Parrotia persica (DC.) C.A. Mey.	[7.157096508211696, 46.792376328868514]																
dbgi_000393			dbgi_000393	jbuf				7.1570463	46.792416			Vitis vinifera L. subsp. vinifera	[7.157046511427324, 46.79241447176148]																
dbgi_000479			dbgi_000479	jbuf				7.1570916	46.792347			Liquidambar styraciflua L.	[7.15709150246475, 46.792346847402335]																
dbgi_000468			dbgi_000468	jbuf				7.157089	46.792328			Fothergilla gardenii L.	[7.157089003390391, 46.79232888630904]																
dbgi_000490			dbgi_000490	jbuf				7.1571374	46.79233			Cercidiphyllum japonicum Sieb. et Zucc. MÃ¯Â¿Â½le	[7.157137173283046, 46.79233188404452]																
dbgi_000405			dbgi_000405	jbuf				7.157112	46.792294			Ribes aureum Pursh	[7.157112323869737, 46.79229260241691]																
dbgi_000382			dbgi_000382	jbuf				7.1571417	46.792282			Ribes fasciculatum Siebold et Zucc.	[7.157141633246179, 46.79228313976524]																
dbgi_000394			dbgi_000394	jbuf				7.1571665	46.792274			Ribes nigrum L. 'Titania'	[7.157166425178432, 46.792273450039424]																
dbgi_000438			dbgi_000438	jbuf				7.157159	46.79226			Ribes rubrum L. 'Blanc de Versailles'	[7.157158963163728, 46.79226028923263]																
dbgi_000458			dbgi_000458	jbuf				7.1571484	46.79224			Ribes uva-crispa var. sativum DC. 'HinnonmÃ¯Â¿Â½ki'	[7.157148524492685, 46.79224031150849]																
dbgi_000395			dbgi_000395	jbuf				7.1571574	46.79238			Bergenia crassifolia (L.) Fritsch	[7.157157221727306, 46.79238255101793]																
dbgi_000498			dbgi_000498	jbuf				7.1571274	46.792408			Darmera peltata (Benth.) Voss	[7.157127510880984, 46.79240611753855]																
dbgi_000424			dbgi_000424	jbuf				7.1571217	46.792408			Astilbe japonica (C. Morren et Decne.) A.Gray	[7.157121747424114, 46.79240872095246]																
dbgi_000497			dbgi_000497	jbuf				7.157107	46.792408			Tiarella cordifolia L.	[7.157106903387699, 46.79240959276213]																
dbgi_000469			dbgi_000469	jbuf				7.157116	46.792416			Mitella caulescens Nutt.	[7.157115970848832, 46.79241382506744]																
dbgi_000389			dbgi_000389	jbuf				7.1571083	46.79242			Tolmiea menziesii (Pursh) Torr. et A. Gray.	[7.157108095019232, 46.79241962563236]																
dbgi_000501			dbgi_000501	jbuf				7.1571026	46.792416			Heuchera americana L. s.l.	[7.15710251397394, 46.79241741693339]																
dbgi_000387			dbgi_000387	jbuf				7.1571	46.79241			Tellima grandiflora (Pursh) Lindl.	[7.157100203318391, 46.79241347121059]																
dbgi_000402			dbgi_000402	jbuf				7.157098	46.792423			Saxifraga geranioides L.	[7.157097982161279, 46.79242242517777]																
dbgi_000448			dbgi_000448	jbuf				7.1570945	46.792423			Saxifraga hypnoides L.	[7.15709439314116, 46.79242497999835]																
dbgi_000404			dbgi_000404	jbuf				7.1570873	46.79243			Saxifraga hostii Tausch	[7.157087374580262, 46.7924296492571]																
dbgi_000454			dbgi_000454	jbuf				7.157086	46.792423			Saxifraga marginata Sternb.	[7.157085713314257, 46.79242175614051]																
dbgi_000413			dbgi_000413	jbuf				7.1570926	46.79242			Saxifraga paniculata subsp. cartilaginea (Willd.) D.A. Webb	[7.157092643852218, 46.79241888575312]																
dbgi_000491			dbgi_000491	jbuf				7.157071	46.792435			Chiastophyllum oppositifolium (Ledeb.) A.Berger	[7.157070887449216, 46.79243414216046]																
dbgi_000447			dbgi_000447	jbuf				7.157066	46.792435			Sempervivum grandiflorum Haw.	[7.15706575992661, 46.7924353618468]																
dbgi_000459				jbuf				7.1570687	46.79243			Sempervivum tectorum L. subsp. tectorum	[7.157068724760312, 46.79243195091505]																
dbgi_000453			dbgi_000453	jbuf				7.157071	46.79243			Sempervivum montanum L.	[7.157071142173196, 46.79243052662186]																
dbgi_000494			dbgi_000494	jbuf				7.157061	46.792435			Sedum telephium L. s.l.	[7.157061218597508, 46.79243469394014]																
dbgi_000427			dbgi_000427	jbuf				7.1570625	46.792435			Sedum rupestre L.	[7.157062668931946, 46.79243286245869]																
dbgi_000480			dbgi_000480	jbuf				7.157066	46.79243			Phedimus middendorffianus (Maxim.) 't Hart	[7.157065892125517, 46.79243013582026]																
dbgi_000456			dbgi_000456	jbuf				7.1569567	46.792374			Araucaria araucana (Molina) K. Koch	[7.156956691064115, 46.79237411174272]																
dbgi_000420			dbgi_000420	jbuf				7.1569276	46.79235			Pinus mugo subsp. uncinata (DC.) Domin	[7.156927682941304, 46.79235111952583]																
dbgi_000496			dbgi_000496	jbuf				7.156946	46.792336			Abies koreana E.H. Wilson	[7.15694613623285, 46.79233634971699]																
dbgi_000414			dbgi_000414	jbuf				7.1569676	46.792347			Picea omorika (Pancic) Purk.	[7.156967493914555, 46.79234715215159]																
dbgi_000432			dbgi_000432	jbuf				7.156989	46.792362			Cephalotaxus harringtonii (J. Forbes) K. Koch	[7.156989232155823, 46.792360312330906]																
dbgi_000399			dbgi_000399	jbuf				7.1570125	46.792343			Juniperus communis L. subsp. communis	[7.157012696561855, 46.7923415429477]																
dbgi_000422			dbgi_000422	jbuf				7.156964	46.79232			Podocarpus nivalis Hook.	[7.156964000607676, 46.79232148849269]																
dbgi_000444			dbgi_000444	jbuf				7.156996	46.792316			Taxus baccata L. femelle	[7.156996002237717, 46.7923156397172]																
dbgi_000489			dbgi_000489	jbuf				7.157028	46.792328			Cupressus sempervirens L.	[7.15702803660824, 46.79232851053579]																
dbgi_000411			dbgi_000411	jbuf				7.15704	46.792305			Sciadopitys verticillata (Thunb.) Siebold & Zucc.	[7.157040154127431, 46.792306395025285]																
dbgi_000484			dbgi_000484	jbuf				7.1570554	46.792294			Ephedra fragilis Desf. s.l. Femelle	[7.157055322565773, 46.79229531291276]																
dbgi_000423			dbgi_000423	jbuf				7.156861	46.792393			Catalpa ovata G. Don	[7.156860981748679, 46.7923927112085]																
dbgi_000488			dbgi_000488	jbuf				7.1568904	46.792374			Asplenium adiantum-nigrum L.	[7.156890300431092, 46.7923740103218]																
dbgi_000396			dbgi_000396	jbuf				7.1568813	46.792377			Phyllitis scolopendrium (L.) Newman	[7.15688136932004, 46.79237873779983]																
dbgi_000467			dbgi_000467	jbuf				7.156878	46.792374			Athyrium filix-femina (L.) Roth	[7.156878178847983, 46.79237523067045]																
dbgi_000455			dbgi_000455	jbuf				7.156871	46.79237			Dryopteris affinis (Lowe) Fraser-Jenk.	[7.156870799628219, 46.79236876266127]																
dbgi_000421			dbgi_000421	jbuf				7.156881	46.792366			Dryopteris dilatata (Hoffm.) A. Gray	[7.156880641977955, 46.79236509890329]																
dbgi_000415		dbgi_000415_01	dbgi_000415	jbuf				7.156866	46.792362			Dryopteris filix-mas (L.) Schott	[7.15686583547908, 46.79236381186767]		20	1	mg	ml	MeOH/H2O										
dbgi_000473			dbgi_000473	jbuf				7.156875	46.79236			Polystichum aculeatum (L.) Roth	[7.156874939971071, 46.792358491120815]																
dbgi_000535			dbgi_000535	jbuf				7.1566963	46.792446			Magnolia liliiflora Desr. 'Nigra'	[7.156696498643672, 46.7924459795486]																
dbgi_000464			dbgi_000464	jbuf				7.1567383	46.79243			Nymphaea alba L.	[7.156738294121504, 46.79243076386965]																
dbgi_000536			dbgi_000536	jbuf				7.1567135	46.79242			Magnolia stellata (Siebold et Zucc.) Maxim. 'Royal Star'	[7.156713667885433, 46.79241885584866]																
dbgi_000532			dbgi_000532	jbuf				7.1567545	46.79241			Chimonanthus praecox (L.) Link	[7.15675453251217, 46.792411292981285]																
dbgi_000401			dbgi_000401	jbuf				7.1567726	46.792408			Calycanthus chinensis (W.C. Cheng et S.Y. Chang) P.T. Li	[7.156772710634908, 46.79240653444948]																
dbgi_000463			dbgi_000463	jbuf				7.156739	46.792393			Asimina triloba (L.) Dunal 'Sunflower'	[7.156739238266769, 46.79239314725601]																
dbgi_000526			dbgi_000526	jbuf				7.15678	46.79239			Calycanthus fertilis Walter s.l.	[7.156779706040743, 46.792388821756695]																
dbgi_000445			dbgi_000445	jbuf				7.156759	46.792366				[7.15675891136026, 46.79236605138584]																
dbgi_000431			dbgi_000431	jbuf				7.1568036	46.792366			Schisandra chinensis (Turcz.) Baill. monoÂ¯que	[7.156803433122653, 46.79236444883085]																
dbgi_000531			dbgi_000531	jbuf				7.1568418	46.792336			Saruma henryi Oliv.	[7.156841875471396, 46.79233726993445]																
dbgi_000400			dbgi_000400	jbuf				7.1568465	46.79233			Asarum caudatum Lindl.	[7.15684658035236, 46.79233173139754]																
dbgi_000538			dbgi_000538	jbuf				7.1568356	46.79233			Aristolochia rotunda L.	[7.156835750768663, 46.79233134475689]																
dbgi_000530			dbgi_000530	jbuf				7.156644	46.79246				[7.156643673552394, 46.79246214907809]																
dbgi_000529			dbgi_000529	jbuf				7.156646	46.792458			Iris pallida Lam.	[7.156645730278785, 46.79245890612094]																
dbgi_000384			dbgi_000384	jbuf				7.156648	46.792454			Iris x germanica L.	[7.156648281508328, 46.79245445070325]																
dbgi_000564			dbgi_000564	jbuf				7.156651	46.792446			Iris kochii Stapf	[7.15665090237824, 46.79244671212048]																
dbgi_000495			dbgi_000495	jbuf				7.1566534	46.792442			Iris lactea Pall. fo. lactea	[7.156653212702983, 46.79244323660916]																
dbgi_000527			dbgi_000527	jbuf				7.156648	46.792442			Iris foetidissima L.	[7.156648005446689, 46.79244218023143]																
dbgi_000436			dbgi_000436	jbuf				7.1566586	46.792435			Iris spuria L. subsp. spuria	[7.15665845128937, 46.79243583734556]																
dbgi_000541			dbgi_000541	jbuf				7.15665	46.792435			Iris crocea R.C. Foster	[7.156649837167612, 46.79243506937396]																
dbgi_000565			dbgi_000565	jbuf				7.1566634	46.79243			Iris forrestii Dykes	[7.156663368070953, 46.79242985856455]																
dbgi_000542			dbgi_000542	jbuf				7.1566563	46.792427			Iris sibirica L.	[7.156656059991245, 46.792427303736666]																
dbgi_000397			dbgi_000397	jbuf				7.1566663	46.792423			Iris lutescens Lam.	[7.15666605598962, 46.79242431503633]																
dbgi_000435			dbgi_000435	jbuf				7.156658	46.79242			Iris tectorum Maxim.	[7.156658047696963, 46.792420418151735]																
dbgi_000537			dbgi_000537	jbuf				7.15667	46.79242			Sisyrinchium patagonicum Phil.	[7.156670046639897, 46.79241761432413]																
dbgi_000533		dbgi_000533_01	dbgi_000533	jbuf				7.1566625	46.792416				[7.156662633046683, 46.792414694496]		51		mg	µl	20x20 MeOH/H2O										
dbgi_000408			dbgi_000408	jbuf				7.1566973	46.79237			Lilium regale E.H. Wilson	[7.15669729513436, 46.79236916041796]																
dbgi_000398			dbgi_000398	jbuf				7.156762	46.792313			Baldellia ranunculoides (L.) Parl.	[7.156762115641995, 46.79231160625074]																
dbgi_000417			dbgi_000417	jbuf				7.156755	46.79231			Sagittaria sagittifolia L.	[7.15675519656126, 46.79230730727638]																
dbgi_000392			dbgi_000392	jbuf				7.156778	46.792294			Arum italicum Mill.	[7.156777761822387, 46.79229266462301]																
dbgi_000520			dbgi_000520	jbuf				7.156772	46.792274			Canna x generalis L.H. Bailey et E.Z. Bailey	[7.156772142239856, 46.79227286072079]																
dbgi_000419			dbgi_000419	jbuf				7.1567526	46.792286			Musa basjoo Iinuma	[7.156752601364442, 46.79228522602314]																
dbgi_000409			dbgi_000409	jbuf				7.1567407	46.792297			Tradescantia virginiana L.	[7.156740505037668, 46.79229660227781]																
dbgi_000407			dbgi_000407	jbuf				7.156724	46.792305			Chamaerops humilis L.	[7.156724009752343, 46.792305143061405]																
dbgi_000534			dbgi_000534	jbuf				7.15671	46.792316			Hosta sieboldiana (Hook.) Engl. var. sieboldiana	[7.156710230958938, 46.79231765756556]																
dbgi_000433			dbgi_000433	jbuf				7.156693	46.792343			Muscari neglectum Ten.	[7.156693036829028, 46.79234453832651]																
dbgi_000418			dbgi_000418	jbuf				7.1566834	46.792347			Ornithogalum viridiflorum (I.Verd.) J.C.Manning  Goldblatt	[7.156683443407076, 46.79234569295596]																
dbgi_000429			dbgi_000429	jbuf				7.15669	46.792347			Ornithogalum regale (Hilliard et B.L. Burtt) J.C. Manning et Goldblatt	[7.156690057083234, 46.79234829103861]																
dbgi_000486			dbgi_000486	jbuf				7.156679	46.792355			Asparagus officinalis L.	[7.15667893715458, 46.79235580166473]																
dbgi_000540			dbgi_000540	jbuf				7.1566653	46.79237			Allium tuberosum Spreng.	[7.156665550501026, 46.792368461062416]																
dbgi_000388			dbgi_000388	jbuf				7.1566687	46.792374			Allium fistulosum L.	[7.156668450974676, 46.79237231830146]																
dbgi_000539			dbgi_000539	jbuf				7.1566625	46.792385			Allium x proliferum (Moench) Willd.	[7.156662533237101, 46.79238433954131]																
dbgi_000385			dbgi_000385	jbuf				7.156651	46.79239			Allium porrum L.	[7.15665111072509, 46.79238711781053]																
dbgi_000478			dbgi_000478	jbuf				7.1566544	46.792393			Allium insubricum Boiss. et Reut.	[7.156654399722834, 46.79239181258929]																
dbgi_000472			dbgi_000472	jbuf				7.1566486	46.792393			Tulbaghia violacea Harv.	[7.156648536045684, 46.79239105143433]																
dbgi_000566			dbgi_000566	jbuf				7.15663	46.792416			Kniphofia ensifolia Baker s.l.	[7.156630181489158, 46.792414430081344]																
dbgi_000416			dbgi_000416	jbuf				7.156626	46.79242			Bulbine semibarbata (R. Br.) Haw.	[7.156626322800079, 46.79242094221488]																
dbgi_000889			dbgi_000889	jbuf				7.1566296	46.79243			Asphodelus ramosus L. subsp. ramosus	[7.156629485847249, 46.79243215838012]																
dbgi_000896			dbgi_000896	jbuf				7.1566133	46.792446			Hemerocallis fulva (L.) L.	[7.156613535397852, 46.792446673474046]																
dbgi_000893			dbgi_000893	jbuf				7.156618	46.79246			Gladiolus murielae Kelway	[7.156618084543595, 46.79246080759972]																
dbgi_000567			dbgi_000567	jbuf				7.1566105	46.792465			Crocus sativus L.	[7.156610651548958, 46.7924645762574]																
dbgi_000890			dbgi_000890	jbuf				7.156576	46.79243			Brassica napus subsp. rapifera Metzg.	[7.156576166751117, 46.792429507483]																
dbgi_000560			dbgi_000560	jbuf				7.1565785	46.792423			Brassica oleracea L. Gongylodes Group	[7.156578312535107, 46.7924249431163]																
dbgi_000544			dbgi_000544	jbuf				7.156589	46.792404			Brassica oleracea L. Rubra Group	[7.156588987880704, 46.7924048377741]																
dbgi_000556			dbgi_000556	jbuf				7.156591	46.792404			Brassica oleracea L. Capitata Group	[7.156591030399165, 46.79240247703534]																
dbgi_000895			dbgi_000895	jbuf				7.1565957	46.7924			Brassica oleracea L. Gemmifera Group	[7.156595491003321, 46.79239856607883]																
dbgi_000892			dbgi_000892	jbuf				7.1565943	46.7924			Brassica oleracea L. Sabauda Group	[7.156594445347292, 46.79240065043005]																
dbgi_000546			dbgi_000546	jbuf				7.156598	46.792397			Brassica oleracea L. Sabellica Group	[7.156598226875727, 46.79239635998131]																
dbgi_000552			dbgi_000552	jbuf				7.156602	46.792393			Aaunknown	[7.156602016868182, 46.79239295110713]																
dbgi_000517			dbgi_000517	jbuf				7.1566067	46.792385			Brassica oleracea L. subsp. oleracea	[7.15660685544328, 46.792384408432646]																
dbgi_000894			dbgi_000894	jbuf				7.1566105	46.79238			Koeleria macrantha (Ledeb.) Schult.	[7.156610579758671, 46.792381035377126]																
dbgi_000883			dbgi_000883	jbuf				7.156602	46.792377			Calamagrostis epigejos Roth.	[7.156601853960314, 46.79237659698329]																
dbgi_000888			dbgi_000888	jbuf				7.1566057	46.792374			Helictotrichon pubescens Pilg.	[7.156605764474227, 46.79237268466276]																
dbgi_000899			dbgi_000899	jbuf				7.156614	46.792374			Anthoxanthum odoratum L.	[7.156613650764199, 46.79237487211395]																
dbgi_000876			dbgi_000876	jbuf				7.1566086	46.792366			Holcus lanatus L.	[7.156608345442956, 46.792367554661176]																
dbgi_000886			dbgi_000886	jbuf				7.1566124	46.792362			Ammophila arenaria (L.) Link	[7.156612627927583, 46.79236264476801]																
dbgi_000885			dbgi_000885	jbuf				7.156621	46.792366			Agrostis capillaris L.	[7.156620931581494, 46.79236516608479]																
dbgi_000898			dbgi_000898	jbuf				7.1566234	46.792362			Briza media L.	[7.1566232040308, 46.79236142061677]																
dbgi_000379			dbgi_000379	jbuf				7.156703	46.7925			Cyclamen purpurascens Mill.	[7.156702933097906, 46.79250014807478]																
dbgi_000503			dbgi_000503	jbuf				7.1571026	46.79242				[7.157102638859279, 46.79242014940453]																
dbgi_000881				jbuf				7.156628	46.792343				[7.156628059153822, 46.79234158450981]																
dbgi_000891			dbgi_000891	jbuf				7.156652	46.792313			Sesleria argentea Savi	[7.156651885559278, 46.79231241320127]																
dbgi_000880			dbgi_000880	jbuf				7.156658	46.792305			Deschampsia cespitosa (L.) P. Beauv.	[7.156658360578476, 46.79230390107414]																
dbgi_000551			dbgi_000551	jbuf				7.1566663	46.79231			Dactylis glomerata L.	[7.156666105174847, 46.79230696604503]																
dbgi_000882			dbgi_000882	jbuf				7.1566744	46.792297			Phyllostachys nigra var. henonis (Mitford) Rendle	[7.156674574973388, 46.79229861114954]																
dbgi_000871			dbgi_000871	jbuf				7.1566825	46.79229			Fargesia robusta T.P. Yi 'Campbell'	[7.156682383575643, 46.7922894931707]																
dbgi_000897			dbgi_000897	jbuf				7.1566353	46.792343			Lolium multiflorum Lam.	[7.156635461369855, 46.792343835756206]																
dbgi_000884			dbgi_000884	jbuf				7.156633	46.792336				[7.156633064607913, 46.79233556167639]																
dbgi_000543			dbgi_000543	jbuf				7.1566467	46.792336			Festuca ovina L.	[7.156646739747568, 46.792333696133866]																
dbgi_000559			dbgi_000559	jbuf				7.1566367	46.79233				[7.156636831503722, 46.792330766553846]																
dbgi_000558			dbgi_000558	jbuf				7.156649	46.792328			Festuca rubra L. s.l.	[7.156648882185791, 46.79232845005821]																
dbgi_000516			dbgi_000516	jbuf				7.156706	46.792236			Pennisetum compressum R. Br.	[7.156706092540398, 46.792234973982936]																
dbgi_000874			dbgi_000874	jbuf				7.1567016	46.792236				[7.156701610320697, 46.79223780381796]																
dbgi_000877			dbgi_000877	jbuf				7.1566534	46.792274				[7.156653354140619, 46.7922734770434]																
dbgi_000550			dbgi_000550	jbuf				7.1566105	46.79232			Molinia caerulea (L.) Moench	[7.15661072620022, 46.79232040437963]																
dbgi_000522			dbgi_000522	jbuf				7.1566043	46.79233			Cortaderia selloana (Schult. et Schult. f.) Asch. et Graebn.	[7.156604482979329, 46.792330208327584]																
dbgi_000875			dbgi_000875	jbuf				7.156595	46.79235			Bromus erectus Huds. subsp. erectus	[7.156595030365776, 46.792350906199424]																
dbgi_000561			dbgi_000561	jbuf				7.156585	46.792355				[7.156585089225844, 46.79235354873149]																
dbgi_000557			dbgi_000557	jbuf				7.1565804	46.79236			Hystrix patula Moench	[7.156580662477073, 46.79235748948575]																
dbgi_000873			dbgi_000873	jbuf				7.15659	46.792362			Brachypodium pinnatum (L.) P. Beauv.	[7.156589760751856, 46.79236221139369]																
dbgi_000878			dbgi_000878	jbuf				7.1565824	46.79237			Hordeum bulbosum L.	[7.156582157469217, 46.7923689211636]																
dbgi_000511			dbgi_000511	jbuf				7.156574	46.792366			Secale strictum (C. Presl) C. Presl subsp. strictum	[7.1565736686786, 46.79236658604364]																
dbgi_000507			dbgi_000507	jbuf				7.156648	46.792213			Gunnera manicata Delchev.	[7.15664797491447, 46.7922120055686]																
dbgi_000521			dbgi_000521	jbuf				7.1566067	46.79222			Tetracentron sinense Oliv.	[7.156606645199234, 46.79222102074524]																
dbgi_000525			dbgi_000525	jbuf				7.156631	46.792244			Buxus sempervirens L.	[7.156631112640233, 46.79224484250431]																
dbgi_000555			dbgi_000555	jbuf				7.1566176	46.792263			Sarcococca confusa Sealy	[7.156617475017485, 46.79226212854583]																
dbgi_000513			dbgi_000513	jbuf				7.1565776	46.792255				[7.156577712445619, 46.79225372790189]																
dbgi_000508			dbgi_000508	jbuf				7.156571	46.792286			Akebia quinata (Houtt.) Decne.	[7.156571077973002, 46.79228677661318]																
dbgi_000514			dbgi_000514	jbuf				7.1565638	46.7923			Sinofranchetia chinensis (Franch.) Hemsl.	[7.156563917569168, 46.79230092964352]																
dbgi_000553			dbgi_000553	jbuf				7.1565447	46.79233			Berberis candidula (C.K. Schneid.) C.K. Schneid.	[7.156544825888167, 46.7923335913217]																
dbgi_000519			dbgi_000519	jbuf				7.1565413	46.792343			Berberis wallichiana DC.	[7.156541337952978, 46.792344236805086]																
dbgi_000547			dbgi_000547	jbuf				7.156534	46.792355			Berberis gagnepaini C.K.Schneid.	[7.156534421054416, 46.79235430808021]																
dbgi_000523			dbgi_000523	jbuf				7.15653	46.792362			Berberis stenophylla Lindl.	[7.156529712982528, 46.79236202772307]																
dbgi_000554			dbgi_000554	jbuf				7.156522	46.79237			Berberis vulgaris L.	[7.156521565538487, 46.79237115310274]																
dbgi_000887			dbgi_000887	jbuf				7.1565166	46.792385			Epimedium pinnatum subsp. colchicum (Boiss.) N. Busch	[7.156516697386941, 46.79238320942815]																
dbgi_000548			dbgi_000548	jbuf				7.1565094	46.792385			Mahonia bealei Carr.	[7.156509421184063, 46.79238328566981]																
dbgi_000509			dbgi_000509	jbuf				7.156506	46.792393			Mahonia aquifolium (Pursh) Nutt.	[7.156506114612362, 46.79239183132775]																
dbgi_000524			dbgi_000524	jbuf				7.1565022	46.792397			Nandina domestica Thunb.	[7.156502454463824, 46.79239615248672]																
dbgi_001835	dbgi_001835_01_01	dbgi_001835_01	dbgi_001835	jbuf	positive			7.1568403	46.79214			Silene pratensis (Rafn) Godr.	[7.156840546837946, 46.79214230369018]		47.9	1700	mg	µl	MeOH/H2O	120	µl	202405081555_EB_dbgi_001835_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001835	dbgi_001835_01_01	dbgi_001835_01	dbgi_001835	jbuf	negative			7.1568403	46.79214			Silene pratensis (Rafn) Godr.	[7.156840546837946, 46.79214230369018]		47.9	1700	mg	µl	MeOH/H2O	120	µl	202405081611_EB_dbgi_001835_01_01	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001884	dbgi_001884_01_01	dbgi_001884_01	dbgi_001884	jbuf	positive			7.1568513	46.792145			Cucubalus baccifer L.	[7.156851312721774, 46.7921461578759]		51.1	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001884_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001884	dbgi_001884_01_01	dbgi_001884_01	dbgi_001884	jbuf	negative			7.1568513	46.792145			Cucubalus baccifer L.	[7.156851312721774, 46.7921461578759]		51.1	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001884_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001838	dbgi_001838_01_01	dbgi_001838_01	dbgi_001838	jbuf	positive			7.1568522	46.79214			Petrorhagia prolifera (L.) P.W. Ball et Heywood	[7.156852385714322, 46.79214081372969]		49.7	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001838_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001838	dbgi_001838_01_01	dbgi_001838_01	dbgi_001838	jbuf	negative			7.1568522	46.79214			Petrorhagia prolifera (L.) P.W. Ball et Heywood	[7.156852385714322, 46.79214081372969]		49.7	1700	mg	µl	MeOH/H2O	125	µl	20240328_EB_dbgi_001838_01_01_100mm_C18_15min_DDA_neg	2	µl	100mm_C18_15min_DDA_neg	inst_000001	LC-MS QExactive Plus	0.308	False
dbgi_001805	dbgi_001805_01_01	dbgi_001805_01	dbgi_001805	jbuf	positive			7.156864	46.79214			Gypsophila fastigiata L.	[7.156863975847683, 46.79214242052335]		51.5	1700	mg	µl	MeOH/H2O	125	µl	20240307_EB_dbgi_001805_01_01	2	µl	100mm_C18_15min_DDA_ELON_pos	inst_000001	LC-MS QExactive Plus	0.308	False
