project	field_data_id	sample_id	sample_id_class	canonical_candidate	taxon_name	sample_name	taxon_name_final	date	latitude	longitude	coordinate_status	issue
kew-botanical-gardens	74862	dbgi_010647	canonical	dbgi_010647	Acacia cardiophylla			20250922095815	-0.28970167	51.48193	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74863	dbgi_010666	canonical	dbgi_010666	Acalypha amentacea subsp. wilkesiana			20250922142541	-0.28850082	51.48215	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74864	dbgi_010676	canonical	dbgi_010676	Agave victoriae-reginae			20250922142737	-0.28819615	51.48227	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74865	dbgi_010643	canonical	dbgi_010643	Piper			20250922143248	-0.2885612	51.482166	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74866	dbgi_010717	canonical	dbgi_010717	Humata			20250922143625	-0.28827465	51.481846	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74867	dbgi_010961	canonical	dbgi_010961	Fascicularia kirchhoffiana			20250924101657	-0.2897257	51.48202	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74868	dbgi_010894	canonical	dbgi_010894	Habranthus tubispathus			20250924102221	-0.2897412	51.481995	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74869	dbgi_010686	canonical	dbgi_010686	Ipheion uniflorum			20250924102436	-0.28974992	51.482006	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74870	dbgi_010737	canonical	dbgi_010737	Polylepis australis			20250924092920	-0.28972635	51.482002	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74871	dbgi_010835	canonical	dbgi_010835	Oxalis squamata			20250924100110	-0.2896832	51.482048	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74872	dbgi_010713	canonical	dbgi_010713	Eryngium bromeliifolium			20250924100900	-0.2897001	51.482044	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74873	dbgi_010796	canonical	dbgi_010796	Oxalis squamata			20250924101228	-0.28970057	51.48203	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74874	dbgi_010691	canonical	dbgi_010691	Trimezia martii			20250924103057	-0.28976312	51.48196	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74875	dbgi_010959	canonical	dbgi_010959	Colletia ulicina			20250924103545	-0.2897614	51.481983	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74876	dbgi_010909	canonical	dbgi_010909	Mutisia decurrens			20250924103914	-0.289777	51.48197	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74877	dbgi_010803	canonical	dbgi_010803	Fuchsia magellanica			20250924104126	-0.28978652	51.48196	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74878	dbgi_010706	canonical	dbgi_010706	Haplopappus glutinosus			20250924104439	-0.2897851	51.481983	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74879	dbgi_010954	canonical	dbgi_010954	Haplopappus glutinosus			20250924104951	-0.2897867	51.48196	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74880	dbgi_010696	canonical	dbgi_010696	Habranthus tubispathus			20250924105302	-0.28977612	51.48195	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74881	dbgi_010945	canonical	dbgi_010945	Azorella trifuscata			20250924105523	-0.28976586	51.48194	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74882	dbgi_010844	canonical	dbgi_010844	Nothoscordum montevidense var. latitepalum			20250924105802	-0.28975496	51.48193	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74883	dbgi_010904	canonical	dbgi_010904	Haplopappus glutinosus			20250924110354	-0.28977844	51.48193	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74884	dbgi_010967	canonical	dbgi_010967	Colletia spinosissima			20250924110639	-0.2898009	51.48193	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74885	dbgi_010860	canonical	dbgi_010860	Acaena macropoda			20250924111003	-0.28977823	51.481876	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74886	dbgi_010833	canonical	dbgi_010833	Fascicularia pitcairniifolia			20250924111357	-0.28976375	51.481865	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74887	dbgi_011136	canonical	dbgi_011136	Berberis buxifolia			20250924111815	-0.28982258	51.481873	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74888	dbgi_010914	canonical	dbgi_010914	Acaena macrostemon			20250924112610	-0.2897892	51.481865	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74889	dbgi_011013	canonical	dbgi_011013	Nothoscordum montevidense subsp. minarum			20250924114204	-0.28973815	51.48185	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74890	dbgi_011007	canonical	dbgi_011007	Rhodophiala bifida			20250924114451	-0.28974938	51.481834	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74891	dbgi_010978	canonical	dbgi_010978	Haplopappus chrysanthemifolius			20250924114924	-0.28972232	51.481857	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74892	dbgi_011021	canonical	dbgi_011021	Sisyrinchium macrocarpum			20250924115208	-0.28972736	51.481834	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74893	dbgi_010823	canonical	dbgi_010823	Fascicularia bicolor			20250924115538	-0.28974432	51.48182	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74894	dbgi_010973	canonical	dbgi_010973	Azorella trifuscata			20250924120030	-0.28974673	51.481808	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74895	dbgi_010989	canonical	dbgi_010989	Haplopappus chrysanthemifolius			20250924111123	-0.28974023	51.481888	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74896	dbgi_010804	canonical	dbgi_010804	Sisyrinchium palmifolium			20250924112125	-0.28975907	51.481865	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74897	dbgi_010925	canonical	dbgi_010925	Puya alpestris			20250924113038	-0.28976148	51.48183	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74898	dbgi_010884	canonical	dbgi_010884	Colletia ulicina			20250924113740	-0.28976065	51.481857	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74899	dbgi_011012	canonical	dbgi_011012	Colletia ulicina			20250924114544	-0.2898126	51.481846	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74900	dbgi_010920	canonical	dbgi_010920	Berberis buxifolia			20250924115650	-0.28980127	51.48186	out_of_ch_range	coordinates_out_of_ch_range
kew-botanical-gardens	74901	dbgi_010805	canonical	dbgi_010805	Allium stellatum			20250924100039	-0.28974602	51.482037	out_of_ch_range	coordinates_out_of_ch_range
