container_ID,Filename
dbgi_003259_01_01,250402_ML_Metabo_DDA_dbgi_003259_01_01_nr8.mzML
dbgi_003876_01_01,250402_ML_Metabo_DDA_dbgi_003876_01_01_nr8.mzML
dbgi_003410_01_01,250402_ML_Metabo_DDA_dbgi_003410_01_01_nr8.mzML
dbgi_002146_01_01,250402_ML_Metabo_DDA_dbgi_002146_01_01_nr8.mzML
dbgi_003424_01_01,250402_ML_Metabo_DDA_dbgi_003424_01_01_nr8.mzML
dbgi_003699_01_01,250402_ML_Metabo_DDA_dbgi_003699_01_01_nr8.mzML
dbgi_003365_01_01,250402_ML_Metabo_DDA_dbgi_003365_01_01_nr8.mzML
dbgi_003549_01_01,250402_ML_Metabo_DDA_dbgi_003549_01_01_nr8.mzML
dbgi_003412_01_01,250402_ML_Metabo_DDA_dbgi_003412_01_01_nr8.mzML
dbgi_002055_01_01,250402_ML_Metabo_DDA_dbgi_002055_01_01_nr8.mzML
dbgi_003792_01_01,250402_ML_Metabo_DDA_dbgi_003792_01_01_nr8.mzML
dbgi_002104_01_01,250402_ML_Metabo_DDA_dbgi_002104_01_01_nr8.mzML
dbgi_002152_01_01,250402_ML_Metabo_DDA_dbgi_002152_01_01_nr8.mzML
dbgi_003867_01_01,250402_ML_Metabo_DDA_dbgi_003867_01_01_nr8.mzML
dbgi_003747_01_01,250402_ML_Metabo_DDA_dbgi_003747_01_01_nr8.mzML
dbgi_003479_01_01,250402_ML_Metabo_DDA_dbgi_003479_01_01_nr8.mzML
dbgi_003548_01_01,250402_ML_Metabo_DDA_dbgi_003548_01_01_nr8.mzML
dbgi_002218_01_01,250402_ML_Metabo_DDA_dbgi_002218_01_01_nr8.mzML
dbgi_003494_01_01,250402_ML_Metabo_DDA_dbgi_003494_01_01_nr8.mzML
dbgi_003737_01_01,250402_ML_Metabo_DDA_dbgi_003737_01_01_nr8.mzML
dbgi_002149_01_01,250402_ML_Metabo_DDA_dbgi_002149_01_01_nr8.mzML
dbgi_003859_01_01,250402_ML_Metabo_DDA_dbgi_003859_01_01_nr8.mzML
dbgi_003363_01_01,250402_ML_Metabo_DDA_dbgi_003363_01_01_nr8.mzML
dbgi_003408_01_01,250402_ML_Metabo_DDA_dbgi_003408_01_01_nr8.mzML
dbgi_002157_01_01,250402_ML_Metabo_DDA_dbgi_002157_01_01_nr8.mzML
dbgi_002203_01_01,250402_ML_Metabo_DDA_dbgi_002203_01_01_nr8.mzML
dbgi_003650_01_01,250402_ML_Metabo_DDA_dbgi_003650_01_01_nr8.mzML
dbgi_003501_01_01,250402_ML_Metabo_DDA_dbgi_003501_01_01_nr8.mzML
dbgi_003814_01_01,250402_ML_Metabo_DDA_dbgi_003814_01_01_nr8.mzML
dbgi_003612_01_01,250402_ML_Metabo_DDA_dbgi_003612_01_01_nr8.mzML
dbgi_003852_01_01,250402_ML_Metabo_DDA_dbgi_003852_01_01_nr8.mzML
dbgi_003623_01_01,250402_ML_Metabo_DDA_dbgi_003623_01_01_nr8.mzML
dbgi_003328_01_01,250402_ML_Metabo_DDA_dbgi_003328_01_01_nr8.mzML
dbgi_003534_01_01,250402_ML_Metabo_DDA_dbgi_003534_01_01_nr8.mzML
dbgi_003944_01_01,250402_ML_Metabo_DDA_dbgi_003944_01_01_nr8.mzML
dbgi_003454_01_01,250402_ML_Metabo_DDA_dbgi_003454_01_01_nr8.mzML
dbgi_002065_01_01,250402_ML_Metabo_DDA_dbgi_002065_01_01_nr8.mzML
dbgi_003299_01_01,250402_ML_Metabo_DDA_dbgi_003299_01_01_nr8.mzML
dbgi_003284_01_01,250402_ML_Metabo_DDA_dbgi_003284_01_01_nr8.mzML
dbgi_003675_01_01,250402_ML_Metabo_DDA_dbgi_003675_01_01_nr8.mzML
dbgi_002097_01_01,250402_ML_Metabo_DDA_dbgi_002097_01_01_nr8.mzML
dbgi_003349_01_01,250402_ML_Metabo_DDA_dbgi_003349_01_01_nr8.mzML
dbgi_003448_01_01,250402_ML_Metabo_DDA_dbgi_003448_01_01_nr8.mzML
dbgi_002024_01_01,250403_ML_Metabo_DDA_dbgi_002024_01_01_nr8.mzML
dbgi_003262_01_01,250403_ML_Metabo_DDA_dbgi_003262_01_01_nr8.mzML
dbgi_003734_01_01,250403_ML_Metabo_DDA_dbgi_003734_01_01_nr8.mzML
dbgi_002099_01_01,250403_ML_Metabo_DDA_dbgi_002099_01_01_nr8.mzML
dbgi_002197_01_01,250403_ML_Metabo_DDA_dbgi_002197_01_01_nr8.mzML
dbgi_002004_01_01,250403_ML_Metabo_DDA_dbgi_002004_01_01_nr8.mzML
dbgi_003956_01_01,250403_ML_Metabo_DDA_dbgi_003956_01_01_nr8.mzML
dbgi_001953_01_01,250403_ML_Metabo_DDA_dbgi_001953_01_01_nr8.mzML
dbgi_003509_01_01,250403_ML_Metabo_DDA_dbgi_003509_01_01_nr8.mzML
dbgi_003670_01_01,250403_ML_Metabo_DDA_dbgi_003670_01_01_nr8.mzML
dbgi_007068_01_01,250403_ML_Metabo_DDA_dbgi_007068_01_01_nr8.mzML
dbgi_003290_01_01,250403_ML_Metabo_DDA_dbgi_003290_01_01_nr8.mzML
dbgi_007027_01_01,250403_ML_Metabo_DDA_dbgi_007027_01_01_nr8.mzML
dbgi_007107_01_01,250403_ML_Metabo_DDA_dbgi_007107_01_01_nr8.mzML
dbgi_003805_01_01,250403_ML_Metabo_DDA_dbgi_003805_01_01_nr8.mzML
dbgi_003369_01_01,250403_ML_Metabo_DDA_dbgi_003369_01_01_nr8.mzML
dbgi_003450_01_01,250403_ML_Metabo_DDA_dbgi_003450_01_01_nr8.mzML
dbgi_003437_01_01,250403_ML_Metabo_DDA_dbgi_003437_01_01_nr8.mzML
dbgi_002043_01_01,250403_ML_Metabo_DDA_dbgi_002043_01_01_nr8.mzML
dbgi_003735_01_01,250403_ML_Metabo_DDA_dbgi_003735_01_01_nr8.mzML
dbgi_001980_01_01,250403_ML_Metabo_DDA_dbgi_001980_01_01_nr8.mzML
dbgi_003683_01_01,250403_ML_Metabo_DDA_dbgi_003683_01_01_nr8.mzML
dbgi_002156_01_01,250403_ML_Metabo_DDA_dbgi_002156_01_01_nr8.mzML
dbgi_003390_01_01,250403_ML_Metabo_DDA_dbgi_003390_01_01_nr8.mzML
dbgi_002122_01_01,250403_ML_Metabo_DDA_dbgi_002122_01_01_nr8.mzML
dbgi_003351_01_01,250403_ML_Metabo_DDA_dbgi_003351_01_01_nr8.mzML
dbgi_001992_01_01,250403_ML_Metabo_DDA_dbgi_001992_01_01_nr8.mzML
dbgi_003785_01_01,250403_ML_Metabo_DDA_dbgi_003785_01_01_nr8.mzML
dbgi_003348_01_01,NA
dbgi_003405_01_01,250403_ML_Metabo_DDA_dbgi_003405_01_01_nr8.mzML
dbgi_003778_01_01,250403_ML_Metabo_DDA_dbgi_003778_01_01_nr8.mzML
dbgi_003381_01_01,250403_ML_Metabo_DDA_dbgi_003381_01_01_nr8.mzML
dbgi_002231_01_01,250403_ML_Metabo_DDA_dbgi_002231_01_01_nr8.mzML
dbgi_003342_01_01,250403_ML_Metabo_DDA_dbgi_003342_01_01_nr8.mzML
dbgi_003855_01_01,250403_ML_Metabo_DDA_dbgi_003855_01_01_nr8.mzML
dbgi_002117_01_01,250403_ML_Metabo_DDA_dbgi_002117_01_01_nr8.mzML
dbgi_003286_01_01,250403_ML_Metabo_DDA_dbgi_003286_01_01_nr8.mzML
dbgi_002151_01_01,250403_ML_Metabo_DDA_dbgi_002151_01_01_nr8.mzML
dbgi_003793_01_01,250403_ML_Metabo_DDA_dbgi_003793_01_01_nr8.mzML
dbgi_003781_02_01,250403_ML_Metabo_DDA_dbgi_003781_02_01_nr8.mzML
dbgi_003394_01_01,250403_ML_Metabo_DDA_dbgi_003394_01_01_nr8.mzML
dbgi_003361_01_01,250403_ML_Metabo_DDA_dbgi_003361_01_01_nr8.mzML
dbgi_003642_01_01,250403_ML_Metabo_DDA_dbgi_003642_01_01_nr8.mzML
dbgi_002208_01_01,250403_ML_Metabo_DDA_dbgi_002208_01_01_nr8.mzML
dbgi_002225_01_01,250403_ML_Metabo_DDA_dbgi_002225_01_01_nr8.mzML
dbgi_002142_01_01,250403_ML_Metabo_DDA_dbgi_002142_01_01_nr8.mzML
dbgi_003844_01_01,250403_ML_Metabo_DDA_dbgi_003844_01_01_nr8.mzML
dbgi_002137_01_01,250403_ML_Metabo_DDA_dbgi_002137_01_01_nr8.mzML
dbgi_001960_01_01,250403_ML_Metabo_DDA_dbgi_001960_01_01_nr8.mzML
dbgi_003380_01_01,250403_ML_Metabo_DDA_dbgi_003380_01_01_nr8.mzML
dbgi_003512_01_01,250403_ML_Metabo_DDA_dbgi_003512_01_01_nr8.mzML
dbgi_003579_01_01,250403_ML_Metabo_DDA_dbgi_003579_01_01_nr8.mzML
dbgi_002129_01_01,250403_ML_Metabo_DDA_dbgi_002129_01_01_nr8.mzML
dbgi_001963_02_01,250403_ML_Metabo_DDA_dbgi_001963_02_01_nr8.mzML
dbgi_003459_01_01,250403_ML_Metabo_DDA_dbgi_003459_01_01_nr8.mzML
dbgi_002086_01_01,250403_ML_Metabo_DDA_dbgi_002086_01_01_nr8.mzML
dbgi_002115_01_01,250403_ML_Metabo_DDA_dbgi_002115_01_01_nr8.mzML
dbgi_002018_01_01,250403_ML_Metabo_DDA_dbgi_002018_01_01_nr8.mzML
dbgi_003662_01_01,250403_ML_Metabo_DDA_dbgi_003662_01_01_nr8.mzML
dbgi_003428_01_01,250403_ML_Metabo_DDA_dbgi_003428_01_01_nr8.mzML
dbgi_003314_01_01,250403_ML_Metabo_DDA_dbgi_003314_01_01_nr8.mzML
dbgi_003656_01_01,250403_ML_Metabo_DDA_dbgi_003656_01_01_nr8.mzML
dbgi_003407_01_01,250403_ML_Metabo_DDA_dbgi_003407_01_01_nr8.mzML
dbgi_007026_01_01,250403_ML_Metabo_DDA_dbgi_007026_01_01_nr8.mzML
dbgi_003383_01_01,250403_ML_Metabo_DDA_dbgi_003383_01_01_nr8.mzML
dbgi_003478_01_01,250403_ML_Metabo_DDA_dbgi_003478_01_01_nr8.mzML
dbgi_003736_01_01,250403_ML_Metabo_DDA_dbgi_003736_01_01_nr8.mzML
dbgi_003377_01_01,250403_ML_Metabo_DDA_dbgi_003377_01_01_nr8.mzML
dbgi_003296_01_01,250403_ML_Metabo_DDA_dbgi_003296_01_01_nr8.mzML
dbgi_003562_01_01,250403_ML_Metabo_DDA_dbgi_003562_01_01_nr8.mzML
dbgi_001971_01_01,250403_ML_Metabo_DDA_dbgi_001971_01_01_nr8.mzML
dbgi_003340_02_01,250403_ML_Metabo_DDA_dbgi_003340_02_01_nr8.mzML
dbgi_003875_01_01,250403_ML_Metabo_DDA_dbgi_003875_01_01_nr8.mzML
dbgi_003462_01_01,250403_ML_Metabo_DDA_dbgi_003462_01_01_nr8.mzML
dbgi_002235_01_01,250403_ML_Metabo_DDA_dbgi_002235_01_01_nr8.mzML
dbgi_002009_01_01,250403_ML_Metabo_DDA_dbgi_002009_01_01_nr8.mzML
dbgi_002183_01_01,250403_ML_Metabo_DDA_dbgi_002183_01_01_nr8.mzML
dbgi_003525_01_01,250403_ML_Metabo_DDA_dbgi_003525_01_01_nr8.mzML
dbgi_003555_01_01,250404_ML_Metabo_DDA_dbgi_003555_01_01_nr8.mzML
dbgi_003838_01_01,250404_ML_Metabo_DDA_dbgi_003838_01_01_nr8.mzML
dbgi_007076_01_01,250404_ML_Metabo_DDA_dbgi_007076_01_01_nr8.mzML
dbgi_002222_01_01,250404_ML_Metabo_DDA_dbgi_002222_01_01_nr8.mzML
dbgi_003818_01_01,250404_ML_Metabo_DDA_dbgi_003818_01_01_nr8.mzML
dbgi_003582_01_01,250404_ML_Metabo_DDA_dbgi_003582_01_01_nr8.mzML
dbgi_003777_01_01,250404_ML_Metabo_DDA_dbgi_003777_01_01_nr8.mzML
dbgi_007094_01_01,250404_ML_Metabo_DDA_dbgi_007094_01_01_nr8.mzML
dbgi_003910_01_01,250404_ML_Metabo_DDA_dbgi_003910_01_01_nr8.mzML
dbgi_007020_01_01,250404_ML_Metabo_DDA_dbgi_007020_01_01_nr8.mzML
dbgi_003402_01_01,250404_ML_Metabo_DDA_dbgi_003402_01_01_nr8.mzML
dbgi_003758_01_01,250404_ML_Metabo_DDA_dbgi_003758_01_01_nr8.mzML
dbgi_002034_01_01,250404_ML_Metabo_DDA_dbgi_002034_01_01_nr8.mzML
dbgi_002138_01_01,250404_ML_Metabo_DDA_dbgi_002138_01_01_nr8.mzML
dbgi_003541_01_01,250404_ML_Metabo_DDA_dbgi_003541_01_01_nr8.mzML
dbgi_002007_01_01,250404_ML_Metabo_DDA_dbgi_002007_01_01_nr8.mzML
dbgi_003593_01_01,250404_ML_Metabo_DDA_dbgi_003593_01_01_nr8.mzML
dbgi_003710_01_01,250404_ML_Metabo_DDA_dbgi_003710_01_01_nr8.mzML
dbgi_003306_01_01,250404_ML_Metabo_DDA_dbgi_003306_01_01_nr8.mzML
dbgi_003636_01_01,250404_ML_Metabo_DDA_dbgi_003636_01_01_nr8.mzML
dbgi_001959_01_01,250404_ML_Metabo_DDA_dbgi_001959_01_01_nr8.mzML
dbgi_003506_01_01,250404_ML_Metabo_DDA_dbgi_003506_01_01_nr8.mzML
dbgi_003590_01_01,250404_ML_Metabo_DDA_dbgi_003590_01_01_nr8.mzML
dbgi_003606_01_01,250404_ML_Metabo_DDA_dbgi_003606_01_01_nr8.mzML
dbgi_003657_01_01,250404_ML_Metabo_DDA_dbgi_003657_01_01_nr8.mzML
dbgi_003364_01_01,250404_ML_Metabo_DDA_dbgi_003364_01_01_nr8.mzML
dbgi_003595_01_01,250404_ML_Metabo_DDA_dbgi_003595_01_01_nr8.mzML
dbgi_003603_01_01,250404_ML_Metabo_DDA_dbgi_003603_01_01_nr8.mzML
dbgi_003817_01_01,250404_ML_Metabo_DDA_dbgi_003817_01_01_nr8.mzML
dbgi_003451_01_01,250404_ML_Metabo_DDA_dbgi_003451_01_01_nr8.mzML
dbgi_002033_01_01,250404_ML_Metabo_DDA_dbgi_002033_01_01_nr8.mzML
dbgi_002161_01_01,250404_ML_Metabo_DDA_dbgi_002161_01_01_nr8.mzML
dbgi_001946_01_01,250404_ML_Metabo_DDA_dbgi_001946_01_01_nr8.mzML
dbgi_002046_01_01,250404_ML_Metabo_DDA_dbgi_002046_01_01_nr8.mzML
dbgi_003324_01_01,250404_ML_Metabo_DDA_dbgi_003324_01_01_nr8.mzML
dbgi_003343_01_01,250404_ML_Metabo_DDA_dbgi_003343_01_01_nr8.mzML
dbgi_003461_01_01,250404_ML_Metabo_DDA_dbgi_003461_01_01_nr8.mzML
dbgi_003498_01_01,250404_ML_Metabo_DDA_dbgi_003498_01_01_nr8.mzML
dbgi_003718_01_01,250404_ML_Metabo_DDA_dbgi_003718_01_01_nr8.mzML
dbgi_002039_01_01,250404_ML_Metabo_DDA_dbgi_002039_01_01_nr8.mzML
dbgi_002042_01_01,250404_ML_Metabo_DDA_dbgi_002042_01_01_nr8.mzML
dbgi_003633_01_01,250404_ML_Metabo_DDA_dbgi_003633_01_01_nr8.mzML
dbgi_002155_01_01,250404_ML_Metabo_DDA_dbgi_002155_01_01_nr8.mzML
dbgi_003697_01_01,250404_ML_Metabo_DDA_dbgi_003697_01_01_nr8.mzML
dbgi_003755_01_01,250404_ML_Metabo_DDA_dbgi_003755_01_01_nr8.mzML
dbgi_003637_01_01,250404_ML_Metabo_DDA_dbgi_003637_01_01_nr8.mzML
dbgi_003791_01_01,250404_ML_Metabo_DDA_dbgi_003791_01_01_nr8.mzML
dbgi_003279_01_01,250404_ML_Metabo_DDA_dbgi_003279_01_01_nr8.mzML
dbgi_003449_01_01,250404_ML_Metabo_DDA_dbgi_003449_01_01_nr8.mzML
dbgi_003266_01_01,250404_ML_Metabo_DDA_dbgi_003266_01_01_nr8.mzML
dbgi_003745_01_01,250404_ML_Metabo_DDA_dbgi_003745_01_01_nr8.mzML
dbgi_003591_01_01,250404_ML_Metabo_DDA_dbgi_003591_01_01_nr8.mzML
dbgi_003427_01_01,250404_ML_Metabo_DDA_dbgi_003427_01_01_nr8.mzML
dbgi_003481_01_01,250404_ML_Metabo_DDA_dbgi_003481_01_01_nr8.mzML
dbgi_003482_01_01,250404_ML_Metabo_DDA_dbgi_003482_01_01_nr8.mzML
dbgi_003863_01_01,250404_ML_Metabo_DDA_dbgi_003863_01_01_nr8.mzML
dbgi_002212_01_01,250404_ML_Metabo_DDA_dbgi_002212_01_01_nr8.mzML
dbgi_003575_01_01,250404_ML_Metabo_DDA_dbgi_003575_01_01_nr8.mzML
dbgi_003960_01_01,250404_ML_Metabo_DDA_dbgi_003960_01_01_nr8.mzML
dbgi_003756_01_01,250404_ML_Metabo_DDA_dbgi_003756_01_01_nr8.mzML
dbgi_002232_01_01,250404_ML_Metabo_DDA_dbgi_002232_01_01_nr8.mzML
dbgi_003554_01_01,250404_ML_Metabo_DDA_dbgi_003554_01_01_nr8.mzML
dbgi_003530_01_01,250404_ML_Metabo_DDA_dbgi_003530_01_01_nr8.mzML
dbgi_001940_01_01,250404_ML_Metabo_DDA_dbgi_001940_01_01_nr8.mzML
dbgi_003393_01_01,250404_ML_Metabo_DDA_dbgi_003393_01_01_nr8.mzML
dbgi_003963_01_01,250404_ML_Metabo_DDA_dbgi_003963_01_01_nr8.mzML
dbgi_003415_01_01,250404_ML_Metabo_DDA_dbgi_003415_01_01_nr8.mzML
dbgi_003297_01_01,250404_ML_Metabo_DDA_dbgi_003297_01_01_nr8.mzML
dbgi_003370_01_01,250404_ML_Metabo_DDA_dbgi_003370_01_01_nr8.mzML
dbgi_002228_01_01,250404_ML_Metabo_DDA_dbgi_002228_01_01_nr8.mzML
dbgi_002215_01_01,250404_ML_Metabo_DDA_dbgi_002215_01_01_nr8.mzML
dbgi_003502_01_01,250404_ML_Metabo_DDA_dbgi_003502_01_01_nr8.mzML
dbgi_002101_01_01,250404_ML_Metabo_DDA_dbgi_002101_01_01_nr8.mzML
dbgi_002031_01_01,250404_ML_Metabo_DDA_dbgi_002031_01_01_nr8.mzML
dbgi_007023_01_01,250404_ML_Metabo_DDA_dbgi_007023_01_01_nr8.mzML
dbgi_003757_01_01,250404_ML_Metabo_DDA_dbgi_003757_01_01_nr8.mzML
dbgi_003278_01_01,250404_ML_Metabo_DDA_dbgi_003278_01_01_nr8.mzML
dbgi_003537_01_01,250404_ML_Metabo_DDA_dbgi_003537_01_01_nr8.mzML
dbgi_003861_01_01,250404_ML_Metabo_DDA_dbgi_003861_01_01_nr8.mzML
dbgi_002229_01_01,250404_ML_Metabo_DDA_dbgi_002229_01_01_nr8.mzML
dbgi_003799_01_01,250404_ML_Metabo_DDA_dbgi_003799_01_01_nr8.mzML
dbgi_003773_01_01,250404_ML_Metabo_DDA_dbgi_003773_01_01_nr8.mzML
dbgi_003798_01_01,250404_ML_Metabo_DDA_dbgi_003798_01_01_nr8.mzML
dbgi_007059_01_01,250404_ML_Metabo_DDA_dbgi_007059_01_01_nr8.mzML
dbgi_003258_01_01,250404_ML_Metabo_DDA_dbgi_003258_01_01_nr8.mzML
dbgi_002198_01_01,250404_ML_Metabo_DDA_dbgi_002198_01_01_nr8.mzML
dbgi_003522_01_01,250404_ML_Metabo_DDA_dbgi_003522_01_01_nr8.mzML
dbgi_002113_01_01,250404_ML_Metabo_DDA_dbgi_002113_01_01_nr8.mzML
dbgi_003672_01_01,250404_ML_Metabo_DDA_dbgi_003672_01_01_nr8.mzML
dbgi_002202_01_01,250404_ML_Metabo_DDA_dbgi_002202_01_01_nr8.mzML
dbgi_003453_01_01,250404_ML_Metabo_DDA_dbgi_003453_01_01_nr8.mzML
dbgi_003746_01_01,250404_ML_Metabo_DDA_dbgi_003746_01_01_nr8.mzML
dbgi_001956_01_01,250404_ML_Metabo_DDA_dbgi_001956_01_01_nr8.mzML
dbgi_003514_01_01,250404_ML_Metabo_DDA_dbgi_003514_01_01_nr8.mzML
dbgi_002057_01_01,250404_ML_Metabo_DDA_dbgi_002057_01_01_nr8.mzML
dbgi_002067_01_01,250404_ML_Metabo_DDA_dbgi_002067_01_01_nr8.mzML
dbgi_003389_01_01,250404_ML_Metabo_DDA_dbgi_003389_01_01_nr8.mzML
dbgi_003850_01_01,250407_ML_Metabo_DDA_dbgi_003850_01_01_nr8.mzML
dbgi_003556_01_01,250407_ML_Metabo_DDA_dbgi_003556_01_01_nr8.mzML
dbgi_003553_02_01,250407_ML_Metabo_DDA_dbgi_003553_02_01_nr8.mzML
dbgi_003423_01_01,250407_ML_Metabo_DDA_dbgi_003423_01_01_nr8.mzML
dbgi_002083_01_01,250407_ML_Metabo_DDA_dbgi_002083_01_01_nr8.mzML
dbgi_002145_01_01,250407_ML_Metabo_DDA_dbgi_002145_01_01_nr8.mzML
dbgi_003605_01_01,250407_ML_Metabo_DDA_dbgi_003605_01_01_nr8.mzML
dbgi_003800_01_01,250407_ML_Metabo_DDA_dbgi_003800_01_01_nr8.mzML
dbgi_002110_01_01,250407_ML_Metabo_DDA_dbgi_002110_01_01_nr8.mzML
dbgi_002060_01_01,250407_ML_Metabo_DDA_dbgi_002060_01_01_nr8.mzML
dbgi_003496_01_01,250407_ML_Metabo_DDA_dbgi_003496_01_01_nr8.mzML
dbgi_003783_01_01,250407_ML_Metabo_DDA_dbgi_003783_01_01_nr8.mzML
dbgi_002174_01_01,250407_ML_Metabo_DDA_dbgi_002174_01_01_nr8.mzML
dbgi_002002_01_01,250407_ML_Metabo_DDA_dbgi_002002_01_01_nr8.mzML
dbgi_002070_01_01,250407_ML_Metabo_DDA_dbgi_002070_01_01_nr8.mzML
dbgi_003685_01_01,250407_ML_Metabo_DDA_dbgi_003685_01_01_nr8.mzML
dbgi_003558_01_01,250407_ML_Metabo_DDA_dbgi_003558_01_01_nr8.mzML
dbgi_002147_01_01,250407_ML_Metabo_DDA_dbgi_002147_01_01_nr8.mzML
dbgi_007019_01_01,250407_ML_Metabo_DDA_dbgi_007019_01_01_nr8.mzML
dbgi_003646_01_01,250407_ML_Metabo_DDA_dbgi_003646_01_01_nr8.mzML
dbgi_002193_01_01,250407_ML_Metabo_DDA_dbgi_002193_01_01_nr8.mzML
dbgi_003505_01_01,250407_ML_Metabo_DDA_dbgi_003505_01_01_nr8.mzML
dbgi_002103_01_01,250407_ML_Metabo_DDA_dbgi_002103_01_01_nr8.mzML
dbgi_002080_01_01,250407_ML_Metabo_DDA_dbgi_002080_01_01_nr8.mzML
dbgi_002211_01_01,250407_ML_Metabo_DDA_dbgi_002211_01_01_nr8.mzML
dbgi_003302_01_01,250407_ML_Metabo_DDA_dbgi_003302_01_01_nr8.mzML
dbgi_003877_01_01,250407_ML_Metabo_DDA_dbgi_003877_01_01_nr8.mzML
dbgi_002077_01_01,250407_ML_Metabo_DDA_dbgi_002077_01_01_nr8.mzML
dbgi_003353_01_01,250407_ML_Metabo_DDA_dbgi_003353_01_01_nr8.mzML
dbgi_003810_01_01,250407_ML_Metabo_DDA_dbgi_003810_01_01_nr8.mzML
dbgi_002020_01_01,250407_ML_Metabo_DDA_dbgi_002020_01_01_nr8.mzML
dbgi_003661_01_01,250407_ML_Metabo_DDA_dbgi_003661_01_01_nr8.mzML
dbgi_001941_01_01,250407_ML_Metabo_DDA_dbgi_001941_01_01_nr8.mzML
dbgi_003819_01_01,250407_ML_Metabo_DDA_dbgi_003819_01_01_nr8.mzML
dbgi_002006_01_01,250407_ML_Metabo_DDA_dbgi_002006_01_01_nr8.mzML
dbgi_003624_01_01,250407_ML_Metabo_DDA_dbgi_003624_01_01_nr8.mzML
dbgi_002030_01_01,250407_ML_Metabo_DDA_dbgi_002030_01_01_nr8.mzML
dbgi_003640_01_01,250407_ML_Metabo_DDA_dbgi_003640_01_01_nr8.mzML
dbgi_002177_01_01,250407_ML_Metabo_DDA_dbgi_002177_01_01_nr8.mzML
dbgi_001968_01_01,250407_ML_Metabo_DDA_dbgi_001968_01_01_nr8.mzML
dbgi_003841_01_01,250407_ML_Metabo_DDA_dbgi_003841_01_01_nr8.mzML
dbgi_003346_01_01,250407_ML_Metabo_DDA_dbgi_003346_01_01_nr8.mzML
dbgi_003641_01_01,250407_ML_Metabo_DDA_dbgi_003641_01_01_nr8.mzML
dbgi_002130_01_01,250407_ML_Metabo_DDA_dbgi_002130_01_01_nr8.mzML
dbgi_003489_01_01,250407_ML_Metabo_DDA_dbgi_003489_01_01_nr8.mzML
